date,region,state_po,candidate,party,voteshare,ev
12/15/1788,Connecticut,CT,Washington,independent,100,7
12/15/1788,Delaware,DE,Washington,independent,100,3
12/15/1788,Georgia,GA,Washington,independent,100,5
12/15/1788,Maryland,MD,Washington,independent,100,6
12/15/1788,Massachusetts,MA,Washington,independent,100,10
12/15/1788,New Hampshire,NH,Washington,independent,100,5
12/15/1788,New Jersey,NJ,Washington,independent,100,6
12/15/1788,Pennsylvania,PA,Washington,independent,100,10
12/15/1788,South Carolina,SC,Washington,independent,100,7
12/15/1788,Virginia,VA,Washington,independent,100,10
11/2/1792,Connecticut,CT,Washington,independent,100,9
11/2/1792,Delaware,DE,Washington,independent,100,3
11/2/1792,Georgia,GA,Washington,independent,100,4
11/2/1792,Kentucky,KY,Washington,independent,100,4
11/2/1792,Maryland,MD,Washington,independent,100,8
11/2/1792,Massachusetts,MA,Washington,independent,100,16
11/2/1792,New Hampshire,NH,Washington,independent,100,6
11/2/1792,New Jersey,NJ,Washington,independent,100,7
11/2/1792,New York,NY,Washington,independent,100,12
11/2/1792,North Carolina,NC,Washington,independent,100,12
11/2/1792,Pennsylvania,PA,Washington,independent,100,15
11/2/1792,Rhode Island,RI,Washington,independent,100,4
11/2/1792,South Carolina,SC,Washington,independent,100,8
11/2/1792,Vermont,VT,Washington,independent,100,3
11/2/1792,Virginia,VA,Washington,independent,100,21
11/4/1796,Connecticut,CT,Adams,federalist,100,9
11/4/1796,Delaware,DE,Adams,federalist,100,3
11/4/1796,Georgia,GA,Jefferson,democratic-republican,100,4
11/4/1796,Kentucky,KY,Jefferson,democratic-republican,100,4
11/4/1796,Maryland,MD,Adams,federalist,63.6,7
11/4/1796,Maryland,MD,Jefferson,democratic-republican,36.4,4
11/4/1796,Massachusetts,MA,Adams,federalist,100,16
11/4/1796,New Hampshire,NH,Adams,federalist,100,6
11/4/1796,New Jersey,NJ,Adams,federalist,100,7
11/4/1796,New York,NY,Adams,federalist,100,12
11/4/1796,North Carolina,NC,Jefferson,democratic-republican,91.7,11
11/4/1796,North Carolina,NC,Adams,federalist,8.3,1
11/4/1796,Pennsylvania,PA,Jefferson,democratic-republican,93.3,14
11/4/1796,Pennsylvania,PA,Adams,federalist,6.7,1
11/4/1796,Rhode Island,RI,Adams,federalist,100,4
11/4/1796,South Carolina,SC,Jefferson,democratic-republican,100,8
11/4/1796,Tennessee,TN,Jefferson,democratic-republican,100,3
11/4/1796,Vermont,VT,Adams,federalist,100,4
11/4/1796,Virginia,VA,Jefferson,democratic-republican,95.2,20
11/4/1796,Virginia,VA,Adams,federalist,4.8,1
10/31/1800,Connecticut,CT,Adams,federalist,100,9
10/31/1800,Delaware,DE,Adams,federalist,100,3
10/31/1800,Georgia,GA,Jefferson,democratic-republican,100,4
10/31/1800,Kentucky,KY,Jefferson,democratic-republican,100,4
10/31/1800,Maryland,MD,Jefferson,democratic-republican,50,5
10/31/1800,Maryland,MD,Adams,federalist,50,5
10/31/1800,Massachusetts,MA,Adams,federalist,100,16
10/31/1800,New Hampshire,NH,Adams,federalist,100,6
10/31/1800,New Jersey,NJ,Adams,federalist,100,7
10/31/1800,New York,NY,Jefferson,democratic-republican,100,12
10/31/1800,North Carolina,NC,Jefferson,democratic-republican,66.7,8
10/31/1800,North Carolina,NC,Adams,federalist,33.3,4
10/31/1800,Pennsylvania,PA,Jefferson,democratic-republican,53.3,8
10/31/1800,Pennsylvania,PA,Adams,federalist,46.7,7
10/31/1800,Rhode Island,RI,Adams,federalist,100,4
10/31/1800,South Carolina,SC,Jefferson,democratic-republican,100,8
10/31/1800,Tennessee,TN,Jefferson,democratic-republican,100,3
10/31/1800,Vermont,VT,Adams,federalist,100,4
10/31/1800,Virginia,VA,Jefferson,democratic-republican,100,21
11/2/1804,Connecticut,CT,Pinckney,federalist,100,9
11/2/1804,Delaware,DE,Pinckney,federalist,100,3
11/2/1804,Georgia,GA,Jefferson,democratic-republican,100,6
11/2/1804,Kentucky,KY,Jefferson,democratic-republican,100,8
11/2/1804,Maryland,MD,Jefferson,democratic-republican,81.8,9
11/2/1804,Maryland,MD,Pinckney,federalist,18.2,2
11/2/1804,Massachusetts,MA,Jefferson,democratic-republican,100,19
11/2/1804,New Hampshire,NH,Jefferson,democratic-republican,100,7
11/2/1804,New Jersey,NJ,Jefferson,democratic-republican,100,8
11/2/1804,New York,NY,Jefferson,democratic-republican,100,19
11/2/1804,North Carolina,NC,Jefferson,democratic-republican,100,14
11/2/1804,Ohio,OH,Jefferson,democratic-republican,100,3
11/2/1804,Pennsylvania,PA,Jefferson,democratic-republican,100,20
11/2/1804,Rhode Island,RI,Jefferson,democratic-republican,100,4
11/2/1804,South Carolina,SC,Jefferson,democratic-republican,100,10
11/2/1804,Tennessee,TN,Jefferson,democratic-republican,100,5
11/2/1804,Vermont,VT,Jefferson,democratic-republican,100,6
11/2/1804,Virginia,VA,Jefferson,democratic-republican,100,24
11/4/1808,Connecticut,CT,Pinckney,federalist,100,9
11/4/1808,Delaware,DE,Pinckney,federalist,100,3
11/4/1808,Georgia,GA,Madison,democratic-republican,100,6
11/4/1808,Kentucky,KY,Madison,democratic-republican,100,7
11/4/1808,Maryland,MD,Madison,democratic-republican,81.8,9
11/4/1808,Maryland,MD,Pinckney,federalist,18.2,2
11/4/1808,Massachusetts,MA,Pinckney,federalist,100,19
11/4/1808,New Hampshire,NH,Pinckney,federalist,100,7
11/4/1808,New Jersey,NJ,Madison,democratic-republican,100,8
11/4/1808,New York,NY,Madison,democratic-republican,68.4,13
11/4/1808,New York,NY,Clinton,democratic-republican,31.6,6
11/4/1808,North Carolina,NC,Madison,democratic-republican,78.6,11
11/4/1808,North Carolina,NC,Pinckney,federalist,21.4,3
11/4/1808,Ohio,OH,Madison,democratic-republican,100,3
11/4/1808,Pennsylvania,PA,Madison,democratic-republican,100,20
11/4/1808,Rhode Island,RI,Pinckney,federalist,100,4
11/4/1808,South Carolina,SC,Madison,democratic-republican,100,10
11/4/1808,Tennessee,TN,Madison,democratic-republican,100,5
11/4/1808,Vermont,VT,Madison,democratic-republican,100,6
11/4/1808,Virginia,VA,Madison,democratic-republican,100,24
10/30/1812,Connecticut,CT,Clinton,federalist,100,9
10/30/1812,Delaware,DE,Clinton,federalist,100,4
10/30/1812,Georgia,GA,Madison,democratic-republican,100,8
10/30/1812,Kentucky,KY,Madison,democratic-republican,100,12
10/30/1812,Louisiana,LA,Madison,democratic-republican,100,3
10/30/1812,Maryland,MD,Madison,democratic-republican,54.5,6
10/30/1812,Maryland,MD,Clinton,federalist,45.5,5
10/30/1812,Massachusetts,MA,Clinton,federalist,100,22
10/30/1812,New Hampshire,NH,Clinton,federalist,100,8
10/30/1812,New Jersey,NJ,Clinton,federalist,100,8
10/30/1812,New York,NY,Clinton,federalist,100,29
10/30/1812,North Carolina,NC,Madison,democratic-republican,100,15
10/30/1812,Ohio,OH,Madison,democratic-republican,100,7
10/30/1812,Pennsylvania,PA,Madison,democratic-republican,100,25
10/30/1812,Rhode Island,RI,Clinton,federalist,100,4
10/30/1812,South Carolina,SC,Madison,democratic-republican,100,11
10/30/1812,Tennessee,TN,Madison,democratic-republican,100,8
10/30/1812,Vermont,VT,Madison,democratic-republican,100,8
10/30/1812,Virginia,VA,Madison,democratic-republican,100,25
11/1/1816,Connecticut,CT,King,federalist,100,9
11/1/1816,Delaware,DE,King,federalist,100,3
11/1/1816,Georgia,GA,Monroe,democratic-republican,100,8
11/1/1816,Indiana,IN,Monroe,democratic-republican,100,3
11/1/1816,Kentucky,KY,Monroe,democratic-republican,100,12
11/1/1816,Louisiana,LA,Monroe,democratic-republican,100,3
11/1/1816,Maryland,MD,Monroe,democratic-republican,100,8
11/1/1816,Massachusetts,MA,King,federalist,100,22
11/1/1816,New Hampshire,NH,Monroe,democratic-republican,100,8
11/1/1816,New Jersey,NJ,Monroe,democratic-republican,100,8
11/1/1816,New York,NY,Monroe,democratic-republican,100,29
11/1/1816,North Carolina,NC,Monroe,democratic-republican,100,15
11/1/1816,Ohio,OH,Monroe,democratic-republican,100,8
11/1/1816,Pennsylvania,PA,Monroe,democratic-republican,100,25
11/1/1816,Rhode Island,RI,Monroe,democratic-republican,100,4
11/1/1816,South Carolina,SC,Monroe,democratic-republican,100,11
11/1/1816,Tennessee,TN,Monroe,democratic-republican,100,8
11/1/1816,Vermont,VT,Monroe,democratic-republican,100,8
11/1/1816,Virginia,VA,Monroe,democratic-republican,100,25
11/1/1820,Alabama,AL,Monroe,democratic-republican,100,3
11/1/1820,Connecticut,CT,Monroe,democratic-republican,100,9
11/1/1820,Delaware,DE,Monroe,democratic-republican,100,4
11/1/1820,Georgia,GA,Monroe,democratic-republican,100,8
11/1/1820,Illinois,IL,Monroe,democratic-republican,100,3
11/1/1820,Indiana,IN,Monroe,democratic-republican,100,3
11/1/1820,Kentucky,KY,Monroe,democratic-republican,100,12
11/1/1820,Louisiana,LA,Monroe,democratic-republican,100,3
11/1/1820,Maine,ME,Monroe,democratic-republican,100,9
11/1/1820,Maryland,MD,Monroe,democratic-republican,100,11
11/1/1820,Massachusetts,MA,Monroe,democratic-republican,100,15
11/1/1820,Mississippi,MS,Monroe,democratic-republican,100,2
11/1/1820,Missouri,MO,Monroe,democratic-republican,100,3
11/1/1820,New Hampshire,NH,Monroe,democratic-republican,87.5,7
11/1/1820,New Hampshire,NH,Adams,democratic-republican,12.5,1
11/1/1820,New Jersey,NJ,Monroe,democratic-republican,100,8
11/1/1820,New York,NY,Monroe,democratic-republican,100,29
11/1/1820,North Carolina,NC,Monroe,democratic-republican,100,15
11/1/1820,Ohio,OH,Monroe,democratic-republican,100,8
11/1/1820,Pennsylvania,PA,Monroe,democratic-republican,100,24
11/1/1820,Rhode Island,RI,Monroe,democratic-republican,100,4
11/1/1820,South Carolina,SC,Monroe,democratic-republican,100,11
11/1/1820,Tennessee,TN,Monroe,democratic-republican,100,6
11/1/1820,Vermont,VT,Monroe,democratic-republican,100,8
11/1/1820,Virginia,VA,Monroe,democratic-republican,100,25
10/31/1824,Alabama,AL,Jackson,democratic-republican,69.31559215,
10/31/1824,Alabama,AL,Adams,democratic-republican,17.80489598,
10/31/1824,Alabama,AL,Clay,democratic-republican,0.705726678,
10/31/1824,Alabama,AL,Crawford,democratic-republican,12.17378519,
10/31/1824,Alabama,AL,Other,democratic-republican,0,
10/31/1824,Connecticut,CT,Jackson,democratic-republican,0,
10/31/1824,Connecticut,CT,Adams,democratic-republican,70.38602423,
10/31/1824,Connecticut,CT,Clay,democratic-republican,0,
10/31/1824,Connecticut,CT,Crawford,democratic-republican,18.45590307,
10/31/1824,Connecticut,CT,Other,democratic-republican,11.1580727,
10/31/1824,Delaware,DE,Jackson,democratic-republican,0,
10/31/1824,Delaware,DE,Adams,democratic-republican,0,1
10/31/1824,Delaware,DE,Clay,democratic-republican,0,
10/31/1824,Delaware,DE,Crawford,democratic-republican,100,2
10/31/1824,Delaware,DE,Other,democratic-republican,0,
10/31/1824,Georgia,GA,Jackson,democratic-republican,0,
10/31/1824,Georgia,GA,Adams,democratic-republican,0,
10/31/1824,Georgia,GA,Clay,democratic-republican,0,
10/31/1824,Georgia,GA,Crawford,democratic-republican,100,
10/31/1824,Georgia,GA,Other,democratic-republican,0,
10/31/1824,Illinois,IL,Jackson,democratic-republican,27.23185613,2
10/31/1824,Illinois,IL,Adams,democratic-republican,32.45557696,1
10/31/1824,Illinois,IL,Clay,democratic-republican,22.17940484,
10/31/1824,Illinois,IL,Crawford,democratic-republican,18.13316206,
10/31/1824,Illinois,IL,Other,democratic-republican,0,
10/31/1824,Indiana,IN,Jackson,democratic-republican,46.61334349,
10/31/1824,Indiana,IN,Adams,democratic-republican,19.64705136,
10/31/1824,Indiana,IN,Clay,democratic-republican,33.73960515,
10/31/1824,Indiana,IN,Crawford,democratic-republican,0,
10/31/1824,Indiana,IN,Other,democratic-republican,0,
10/31/1824,Kentucky,KY,Jackson,democratic-republican,27.23455309,
10/31/1824,Kentucky,KY,Adams,democratic-republican,0,
10/31/1824,Kentucky,KY,Clay,democratic-republican,72.76544691,
10/31/1824,Kentucky,KY,Crawford,democratic-republican,0,
10/31/1824,Kentucky,KY,Other,democratic-republican,0,
10/31/1824,Louisiana,LA,Jackson,democratic-republican,100,3
10/31/1824,Louisiana,LA,Adams,democratic-republican,0,2
10/31/1824,Louisiana,LA,Clay,democratic-republican,0,
10/31/1824,Louisiana,LA,Crawford,democratic-republican,0,
10/31/1824,Louisiana,LA,Other,democratic-republican,0,
10/31/1824,Maine,ME,Jackson,democratic-republican,0,
10/31/1824,Maine,ME,Adams,democratic-republican,81.4970297,
10/31/1824,Maine,ME,Clay,democratic-republican,0,
10/31/1824,Maine,ME,Crawford,democratic-republican,18.5029703,
10/31/1824,Maine,ME,Other,democratic-republican,0,
10/31/1824,Maryland,MD,Jackson,democratic-republican,43.72553742,7
10/31/1824,Maryland,MD,Adams,democratic-republican,44.05371229,3
10/31/1824,Maryland,MD,Clay,democratic-republican,2.092491118,
10/31/1824,Maryland,MD,Crawford,democratic-republican,10.12825917,1
10/31/1824,Maryland,MD,Other,democratic-republican,0,
10/31/1824,Massachusetts,MA,Jackson,democratic-republican,0,
10/31/1824,Massachusetts,MA,Adams,democratic-republican,72.96699639,
10/31/1824,Massachusetts,MA,Clay,democratic-republican,0,
10/31/1824,Massachusetts,MA,Crawford,democratic-republican,0,
10/31/1824,Massachusetts,MA,Other,democratic-republican,27.03300361,
10/31/1824,Mississippi,MS,Jackson,democratic-republican,63.77196567,
10/31/1824,Mississippi,MS,Adams,democratic-republican,33.79648549,
10/31/1824,Mississippi,MS,Clay,democratic-republican,0,
10/31/1824,Mississippi,MS,Crawford,democratic-republican,2.431548835,
10/31/1824,Mississippi,MS,Other,democratic-republican,0,
10/31/1824,Missouri,MO,Jackson,democratic-republican,33.97435897,
10/31/1824,Missouri,MO,Adams,democratic-republican,4.632867133,
10/31/1824,Missouri,MO,Clay,democratic-republican,59.4988345,
10/31/1824,Missouri,MO,Crawford,democratic-republican,0.932400932,
10/31/1824,Missouri,MO,Other,democratic-republican,0.961538462,
10/31/1824,New Hampshire,NH,Jackson,democratic-republican,0,
10/31/1824,New Hampshire,NH,Adams,democratic-republican,93.59051037,
10/31/1824,New Hampshire,NH,Clay,democratic-republican,0,
10/31/1824,New Hampshire,NH,Crawford,democratic-republican,6.409489633,
10/31/1824,New Hampshire,NH,Other,democratic-republican,0,
10/31/1824,New Jersey,NJ,Jackson,democratic-republican,52.08448858,
10/31/1824,New Jersey,NJ,Adams,democratic-republican,41.88637395,
10/31/1824,New Jersey,NJ,Clay,democratic-republican,0,
10/31/1824,New Jersey,NJ,Crawford,democratic-republican,6.02913747,
10/31/1824,New Jersey,NJ,Other,democratic-republican,0,
10/31/1824,New York,NY,Jackson,democratic-republican,0,1
10/31/1824,New York,NY,Adams,democratic-republican,100,26
10/31/1824,New York,NY,Clay,democratic-republican,0,4
10/31/1824,New York,NY,Crawford,democratic-republican,0,5
10/31/1824,New York,NY,Other,democratic-republican,0,
10/31/1824,North Carolina,NC,Jackson,democratic-republican,56.02758315,
10/31/1824,North Carolina,NC,Adams,democratic-republican,0,
10/31/1824,North Carolina,NC,Clay,democratic-republican,0,
10/31/1824,North Carolina,NC,Crawford,democratic-republican,43.26345232,
10/31/1824,North Carolina,NC,Other,democratic-republican,0.708964524,
10/31/1824,Ohio,OH,Jackson,democratic-republican,36.96025908,
10/31/1824,Ohio,OH,Adams,democratic-republican,24.54821686,
10/31/1824,Ohio,OH,Clay,democratic-republican,38.49152407,
10/31/1824,Ohio,OH,Crawford,democratic-republican,0,
10/31/1824,Ohio,OH,Other,democratic-republican,0,
10/31/1824,Pennsylvania,PA,Jackson,democratic-republican,76.03699314,
10/31/1824,Pennsylvania,PA,Adams,democratic-republican,11.50427495,
10/31/1824,Pennsylvania,PA,Clay,democratic-republican,3.608312876,
10/31/1824,Pennsylvania,PA,Crawford,democratic-republican,8.85041903,
10/31/1824,Pennsylvania,PA,Other,democratic-republican,0,
10/31/1824,Rhode Island,RI,Jackson,democratic-republican,0,
10/31/1824,Rhode Island,RI,Adams,democratic-republican,91.47121535,
10/31/1824,Rhode Island,RI,Clay,democratic-republican,0,
10/31/1824,Rhode Island,RI,Crawford,democratic-republican,8.528784648,
10/31/1824,Rhode Island,RI,Other,democratic-republican,0,
10/31/1824,South Carolina,SC,Jackson,democratic-republican,100,
10/31/1824,South Carolina,SC,Adams,democratic-republican,0,
10/31/1824,South Carolina,SC,Clay,democratic-republican,0,
10/31/1824,South Carolina,SC,Crawford,democratic-republican,0,
10/31/1824,South Carolina,SC,Other,democratic-republican,0,
10/31/1824,Tennessee,TN,Jackson,democratic-republican,97.45235223,
10/31/1824,Tennessee,TN,Adams,democratic-republican,1.042219542,
10/31/1824,Tennessee,TN,Clay,democratic-republican,0,
10/31/1824,Tennessee,TN,Crawford,democratic-republican,1.505428227,
10/31/1824,Tennessee,TN,Other,democratic-republican,0,
10/31/1824,Vermont,VT,Jackson,democratic-republican,0,
10/31/1824,Vermont,VT,Adams,democratic-republican,100,
10/31/1824,Vermont,VT,Clay,democratic-republican,0,
10/31/1824,Vermont,VT,Crawford,democratic-republican,0,
10/31/1824,Vermont,VT,Other,democratic-republican,0,
10/31/1824,Virginia,VA,Jackson,democratic-republican,19.35462885,
10/31/1824,Virginia,VA,Adams,democratic-republican,22.24318522,
10/31/1824,Virginia,VA,Clay,democratic-republican,2.725912433,
10/31/1824,Virginia,VA,Crawford,democratic-republican,55.6762735,
10/31/1824,Virginia,VA,Other,democratic-republican,0,
10/31/1824,National Popular Vote,NPV,Jackson,democratic-republican,41.36,
10/31/1824,National Popular Vote,NPV,Adams,democratic-republican,30.92,
10/31/1824,National Popular Vote,NPV,Crawford,democratic-republican,11.21,
10/31/1824,National Popular Vote,NPV,Clay,democratic-republican,12.99,
10/31/1828,Alabama,AL,Jackson,democrat,89.89150285,
10/31/1828,Alabama,AL,Adams,national republican,10.08701257,
10/31/1828,Alabama,AL,Other,independent,0.021484585,
10/31/1828,Connecticut,CT,Jackson,democrat,22.95386521,
10/31/1828,Connecticut,CT,Adams,national republican,71.36443389,
10/31/1828,Connecticut,CT,Other,independent,5.681700898,
10/31/1828,Delaware,DE,Jackson,democrat,0,
10/31/1828,Delaware,DE,Adams,national republican,100,
10/31/1828,Delaware,DE,Other,independent,0,
10/31/1828,Georgia,GA,Jackson,democrat,96.79064187,
10/31/1828,Georgia,GA,Adams,national republican,3.209358128,
10/31/1828,Georgia,GA,Other,independent,0,
10/31/1828,Illinois,IL,Jackson,democrat,67.21980031,
10/31/1828,Illinois,IL,Adams,national republican,32.78019969,
10/31/1828,Illinois,IL,Other,independent,0,
10/31/1828,Indiana,IN,Jackson,democrat,56.62062123,
10/31/1828,Indiana,IN,Adams,national republican,43.37937877,
10/31/1828,Indiana,IN,Other,independent,0,
10/31/1828,Kentucky,KY,Jackson,democrat,55.53860066,
10/31/1828,Kentucky,KY,Adams,national republican,44.46139934,
10/31/1828,Kentucky,KY,Other,independent,0,
10/31/1828,Louisiana,LA,Jackson,democrat,53.01024519,
10/31/1828,Louisiana,LA,Adams,national republican,46.98975481,
10/31/1828,Louisiana,LA,Other,independent,0,
10/31/1828,Maine,ME,Jackson,democrat,40.03276898,1
10/31/1828,Maine,ME,Adams,national republican,59.71140303,8
10/31/1828,Maine,ME,Other,independent,0.255827992,
10/31/1828,Maryland,MD,Jackson,democrat,49.74670277,5
10/31/1828,Maryland,MD,Adams,national republican,50.25329723,6
10/31/1828,Maryland,MD,Other,independent,0,
10/31/1828,Massachusetts,MA,Jackson,democrat,15.38619031,
10/31/1828,Massachusetts,MA,Adams,national republican,76.3576803,
10/31/1828,Massachusetts,MA,Other,independent,8.256129396,
10/31/1828,Mississippi,MS,Jackson,democrat,81.05225312,
10/31/1828,Mississippi,MS,Adams,national republican,18.94774688,
10/31/1828,Mississippi,MS,Other,independent,0,
10/31/1828,Missouri,MO,Jackson,democrat,70.63669126,
10/31/1828,Missouri,MO,Adams,national republican,29.36330874,
10/31/1828,Missouri,MO,Other,independent,0,
10/31/1828,New Hampshire,NH,Jackson,democrat,45.89985239,
10/31/1828,New Hampshire,NH,Adams,national republican,54.10014761,
10/31/1828,New Hampshire,NH,Other,independent,0,
10/31/1828,New Jersey,NJ,Jackson,democrat,47.85824007,
10/31/1828,New Jersey,NJ,Adams,national republican,52.12420452,
10/31/1828,New Jersey,NJ,Other,independent,0.017555409,
10/31/1828,New York,NY,Jackson,democrat,51.44828859,20
10/31/1828,New York,NY,Adams,national republican,48.55171141,16
10/31/1828,New York,NY,Other,independent,0,
10/31/1828,North Carolina,NC,Jackson,democrat,73.07476762,
10/31/1828,North Carolina,NC,Adams,national republican,26.89624519,
10/31/1828,North Carolina,NC,Other,independent,0.028987188,
10/31/1828,Ohio,OH,Jackson,democrat,51.6035208,
10/31/1828,Ohio,OH,Adams,national republican,48.3964792,
10/31/1828,Ohio,OH,Other,independent,0,
10/31/1828,Pennsylvania,PA,Jackson,democrat,66.65704918,
10/31/1828,Pennsylvania,PA,Adams,national republican,33.34295082,
10/31/1828,Pennsylvania,PA,Other,independent,0,
10/31/1828,Rhode Island,RI,Jackson,democrat,22.96503497,
10/31/1828,Rhode Island,RI,Adams,national republican,77.03496503,
10/31/1828,Rhode Island,RI,Other,independent,0,
10/31/1828,South Carolina,SC,Jackson,democrat,100,
10/31/1828,South Carolina,SC,Adams,national republican,0,
10/31/1828,South Carolina,SC,Other,independent,0,
10/31/1828,Tennessee,TN,Jackson,democrat,95.18621194,
10/31/1828,Tennessee,TN,Adams,national republican,4.813788064,
10/31/1828,Tennessee,TN,Other,independent,0,
10/31/1828,Vermont,VT,Jackson,democrat,24.76789369,
10/31/1828,Vermont,VT,Adams,national republican,75.23210631,
10/31/1828,Vermont,VT,Other,independent,0,
10/31/1828,Virginia,VA,Jackson,democrat,68.99085397,
10/31/1828,Virginia,VA,Adams,national republican,31.00914603,
10/31/1828,Virginia,VA,Other,independent,0,
10/31/1828,National Popular Vote,NPV,Jackson,democrat,55.33,
10/31/1828,National Popular Vote,NPV,Adams,national republican,43.98,
11/2/1832,Alabama,AL,Jackson,democratic,99.96501295,
11/2/1832,Alabama,AL,Clay,national republican,0.034987055,
11/2/1832,Alabama,AL,Wirt,independent,0,
11/2/1832,Alabama,AL,Other,independent,0,
11/2/1832,Connecticut,CT,Jackson,democratic,34.32217586,
11/2/1832,Connecticut,CT,Clay,national republican,55.29497761,
11/2/1832,Connecticut,CT,Wirt,independent,10.38284653,
11/2/1832,Connecticut,CT,Other,independent,0,
11/2/1832,Delaware,DE,Jackson,democratic,49.01025519,
11/2/1832,Delaware,DE,Clay,national republican,50.98974481,
11/2/1832,Delaware,DE,Wirt,independent,0,
11/2/1832,Delaware,DE,Other,independent,0,
11/2/1832,Georgia,GA,Jackson,democratic,100,
11/2/1832,Georgia,GA,Clay,national republican,0,
11/2/1832,Georgia,GA,Wirt,independent,0,
11/2/1832,Georgia,GA,Other,independent,0,
11/2/1832,Illinois,IL,Jackson,democratic,68.00893813,
11/2/1832,Illinois,IL,Clay,national republican,31.39984172,
11/2/1832,Illinois,IL,Wirt,independent,0.451561845,
11/2/1832,Illinois,IL,Other,independent,0.139658303,
11/2/1832,Indiana,IN,Jackson,democratic,67.09695256,
11/2/1832,Indiana,IN,Clay,national republican,32.90304744,
11/2/1832,Indiana,IN,Wirt,independent,0,
11/2/1832,Indiana,IN,Other,independent,0,
11/2/1832,Kentucky,KY,Jackson,democratic,45.51234622,
11/2/1832,Kentucky,KY,Clay,national republican,54.48765378,
11/2/1832,Kentucky,KY,Wirt,independent,0,
11/2/1832,Kentucky,KY,Other,independent,0,
11/2/1832,Louisiana,LA,Jackson,democratic,61.66955973,
11/2/1832,Louisiana,LA,Clay,national republican,38.33044027,
11/2/1832,Louisiana,LA,Wirt,independent,0,
11/2/1832,Louisiana,LA,Other,independent,0,
11/2/1832,Maine,ME,Jackson,democratic,54.6683185,
11/2/1832,Maine,ME,Clay,national republican,43.97374222,
11/2/1832,Maine,ME,Wirt,independent,1.357939279,
11/2/1832,Maine,ME,Other,independent,0,
11/2/1832,Maryland,MD,Jackson,democratic,49.99478025,3
11/2/1832,Maryland,MD,Clay,national republican,50.00521975,5
11/2/1832,Maryland,MD,Wirt,independent,0,
11/2/1832,Maryland,MD,Other,independent,0,
11/2/1832,Massachusetts,MA,Jackson,democratic,20.60515536,
11/2/1832,Massachusetts,MA,Clay,national republican,47.26925864,
11/2/1832,Massachusetts,MA,Wirt,independent,21.72762093,
11/2/1832,Massachusetts,MA,Other,independent,10.39796507,
11/2/1832,Mississippi,MS,Jackson,democratic,100,
11/2/1832,Mississippi,MS,Clay,national republican,0,
11/2/1832,Mississippi,MS,Wirt,independent,0,
11/2/1832,Mississippi,MS,Other,independent,0,
11/2/1832,Missouri,MO,Jackson,democratic,100,
11/2/1832,Missouri,MO,Clay,national republican,0,
11/2/1832,Missouri,MO,Wirt,independent,0,
11/2/1832,Missouri,MO,Other,independent,0,
11/2/1832,New Hampshire,NH,Jackson,democratic,56.75564588,
11/2/1832,New Hampshire,NH,Clay,national republican,43.24435412,
11/2/1832,New Hampshire,NH,Wirt,independent,0,
11/2/1832,New Hampshire,NH,Other,independent,0,
11/2/1832,New Jersey,NJ,Jackson,democratic,49.88693467,
11/2/1832,New Jersey,NJ,Clay,national republican,49.13316583,
11/2/1832,New Jersey,NJ,Wirt,independent,0.979899498,
11/2/1832,New Jersey,NJ,Other,independent,0,
11/2/1832,New York,NY,Jackson,democratic,52.10285937,
11/2/1832,New York,NY,Clay,national republican,47.89714063,
11/2/1832,New York,NY,Wirt,independent,0,
11/2/1832,New York,NY,Other,independent,0,
11/2/1832,North Carolina,NC,Jackson,democratic,84.77130105,
11/2/1832,North Carolina,NC,Clay,national republican,15.22869895,
11/2/1832,North Carolina,NC,Wirt,independent,0,
11/2/1832,North Carolina,NC,Other,independent,0,
11/2/1832,Ohio,OH,Jackson,democratic,51.32601362,
11/2/1832,Ohio,OH,Clay,national republican,48.35243281,
11/2/1832,Ohio,OH,Wirt,independent,0.321553565,
11/2/1832,Ohio,OH,Other,independent,0,
11/2/1832,Pennsylvania,PA,Jackson,democratic,57.96152246,
11/2/1832,Pennsylvania,PA,Clay,national republican,0,
11/2/1832,Pennsylvania,PA,Wirt,independent,42.03847754,
11/2/1832,Pennsylvania,PA,Other,independent,0,
11/2/1832,Rhode Island,RI,Jackson,democratic,43.0713128,
11/2/1832,Rhode Island,RI,Clay,national republican,56.9286872,
11/2/1832,Rhode Island,RI,Wirt,independent,0,
11/2/1832,Rhode Island,RI,Other,independent,0,
11/2/1832,South Carolina,SC,Jackson,democratic,0,
11/2/1832,South Carolina,SC,Clay,national republican,0,
11/2/1832,South Carolina,SC,Wirt,independent,0,
11/2/1832,South Carolina,SC,Other,independent,0,
11/2/1832,South Carolina,SC,Floyd,independent,100,
11/2/1832,Tennessee,TN,Jackson,democratic,95.42225998,
11/2/1832,Tennessee,TN,Clay,national republican,4.577740017,
11/2/1832,Tennessee,TN,Wirt,independent,0,
11/2/1832,Tennessee,TN,Other,independent,0,
11/2/1832,Vermont,VT,Jackson,democratic,24.49576693,
11/2/1832,Vermont,VT,Clay,national republican,34.71115538,
11/2/1832,Vermont,VT,Wirt,independent,40.79307769,
11/2/1832,Vermont,VT,Other,independent,0,
11/2/1832,Virginia,VA,Jackson,democratic,74.95950265,
11/2/1832,Virginia,VA,Clay,national republican,25.03393021,
11/2/1832,Virginia,VA,Wirt,independent,0.006567138,
11/2/1832,Virginia,VA,Other,independent,0,
11/2/1832,National Popular Vote,NPV,Jackson,democrat,54.23,
11/2/1832,National Popular Vote,NPV,Clay,national republican,37.42,
